projectName; entityName; pattern; metricValue; NOM; NOF; NORM; NSM; NSF; WMC; DIT; NSC; LCOM; SIX; 
quilt-0.6-a-5; org.quilt.cl.TestGraphTransformer; factory; 4; 10.000000; 6.000000; 1.000000; 0.000000; 0.000000; 13.000000; 3.000000; 0.000000; 0.595000; 0.300000; 
quilt-0.6-a-5; org.quilt.cover.stmt.ClassAction; factory; 5; 9.000000; 9.000000; 0.000000; 0.000000; 2.000000; 21.000000; 1.000000; 0.000000; 0.593000; 0.000000; 
quilt-0.6-a-5; org.quilt.cl.RunTest; factory; 3; 1.000000; 0.000000; 0.000000; 0.000000; 0.000000; 1.000000; 0.000000; 16.000000; 0.000000; 0.000000; 
quilt-0.6-a-5; org.quilt.cover.stmt.TestStmtCoverage; factory; 6; 7.000000; 10.000000; 1.000000; 0.000000; 0.000000; 18.000000; 3.000000; 0.000000; 0.900000; 0.429000; 
quilt-0.6-a-5; org.quilt.cl.QuiltClassLoader; factory; 9; 28.000000; 14.000000; 2.000000; 3.000000; 10.000000; 87.000000; 4.000000; 0.000000; 0.920000; 0.286000; 
quilt-0.6-a-5; org.quilt.cl.ClassFactory; factory; 3; 11.000000; 1.000000; 0.000000; 1.000000; 1.000000; 20.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
quilt-0.6-a-5; org.quilt.cover.stmt.GraphAction; factory; 4; 4.000000; 6.000000; 0.000000; 2.000000; 2.000000; 9.000000; 1.000000; 0.000000; 1.000000; 0.000000; 
xalan-2.7.1; org.apache.xml.dtm.ref.sax2dtm.SAX2DTM2; factory; 6; 37.000000; 16.000000; 19.000000; 0.000000; 6.000000; 200.000000; 5.000000; 1.000000; 0.856000; 2.568000; 
xalan-2.7.1; javax.xml.transform.stream.StreamResult; factory; 5; 12.000000; 3.000000; 0.000000; 0.000000; 1.000000; 14.000000; 1.000000; 0.000000; 0.667000; 0.000000; 
xalan-2.7.1; javax.xml.datatype.DatatypeFactory; factory; 15; 22.000000; 0.000000; 0.000000; 1.000000; 2.000000; 38.000000; 1.000000; 2.000000; 0.000000; 0.000000; 
xalan-2.7.1; javax.xml.transform.sax.SAXResult; factory; 4; 8.000000; 3.000000; 0.000000; 0.000000; 1.000000; 8.000000; 1.000000; 4.000000; 0.722000; 0.000000; 
xalan-2.7.1; org.apache.xalan.xsltc.CollatorFactory; factory; 3; 2.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2.000000; 0.000000; 1.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xml.serializer.ObjectFactory; factory; 4; 0.000000; 0.000000; 0.000000; 10.000000; 5.000000; 58.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xalan.processor.ProcessorTemplate; factory; 1; 1.000000; 0.000000; 0.000000; 0.000000; 1.000000; 1.000000; 5.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xalan.lib.sql.ObjectFactory; factory; 4; 0.000000; 0.000000; 0.000000; 10.000000; 5.000000; 58.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xalan.extensions.ObjectFactory; factory; 4; 0.000000; 0.000000; 0.000000; 10.000000; 5.000000; 58.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xalan.xsltc.trax.SmartTransformerFactoryImpl; factory; 4; 21.000000; 6.000000; 0.000000; 0.000000; 1.000000; 68.000000; 3.000000; 0.000000; 0.700000; 0.000000; 
xalan-2.7.1; javax.xml.parsers.SAXParser; factory; 3; 20.000000; 0.000000; 0.000000; 0.000000; 1.000000; 34.000000; 1.000000; 2.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xml.dtm.ref.DTMDocumentImpl; factory; 18; 110.000000; 20.000000; 0.000000; 0.000000; 4.000000; 193.000000; 1.000000; 0.000000; 0.910000; 0.000000; 
xalan-2.7.1; org.apache.xalan.xsltc.compiler.util.ObjectFactory; factory; 4; 0.000000; 0.000000; 0.000000; 10.000000; 5.000000; 58.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xalan.lib.Extensions; factory; 2; 1.000000; 0.000000; 0.000000; 10.000000; 0.000000; 25.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xalan.processor.ProcessorOutputElem; factory; 6; 13.000000; 1.000000; 1.000000; 0.000000; 1.000000; 15.000000; 4.000000; 0.000000; 0.000000; 0.308000; 
xalan-2.7.1; org.apache.xpath.objects.XNodeSet; factory; 7; 32.000000; 0.000000; 22.000000; 0.000000; 7.000000; 68.000000; 4.000000; 3.000000; 0.000000; 2.750000; 
xalan-2.7.1; org.apache.xalan.templates.ElemTemplateElement; factory; 6; 88.000000; 14.000000; 19.000000; 0.000000; 1.000000; 176.000000; 2.000000; 29.000000; 0.924000; 0.432000; 
xalan-2.7.1; org.apache.xpath.axes.FilterExprIteratorSimple; factory; 9; 13.000000; 4.000000; 3.000000; 1.000000; 1.000000; 25.000000; 5.000000; 0.000000; 0.795000; 1.154000; 
xalan-2.7.1; org.apache.xml.utils.FastStringBuffer; factory; 10; 26.000000; 9.000000; 1.000000; 2.000000; 7.000000; 122.000000; 1.000000; 0.000000; 0.454000; 0.038000; 
xalan-2.7.1; org.w3c.dom.bootstrap.DOMImplementationRegistry; factory; 7; 4.000000; 1.000000; 0.000000; 7.000000; 3.000000; 34.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xalan.xsltc.runtime.output.TransletOutputHandlerFactory; factory; 2; 12.000000; 10.000000; 0.000000; 1.000000; 3.000000; 27.000000; 1.000000; 0.000000; 0.900000; 0.000000; 
xalan-2.7.1; javax.xml.xpath.XPathFactoryFinder; factory; 7; 7.000000; 1.000000; 0.000000; 3.000000; 7.000000; 53.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xpath.axes.LocPathIterator; factory; 13; 52.000000; 12.000000; 8.000000; 0.000000; 1.000000; 79.000000; 4.000000; 8.000000; 0.870000; 0.615000; 
xalan-2.7.1; org.apache.xml.serializer.DOMSerializer; factory; 4; 1.000000; 0.000000; 0.000000; 0.000000; 0.000000; 1.000000; 0.000000; 2.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xalan.xsltc.trax.TemplatesImpl; factory; 6; 18.000000; 10.000000; 0.000000; 0.000000; 2.000000; 39.000000; 1.000000; 0.000000; 0.836000; 0.000000; 
xalan-2.7.1; org.apache.xml.serializer.Serializer; factory; 2; 10.000000; 0.000000; 0.000000; 0.000000; 0.000000; 10.000000; 0.000000; 1.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xml.serializer.Method; factory; 1; 1.000000; 0.000000; 0.000000; 0.000000; 5.000000; 1.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xml.dtm.ref.DTMDefaultBaseIterators; factory; 11; 4.000000; 0.000000; 0.000000; 0.000000; 0.000000; 32.000000; 3.000000; 3.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xalan.xsltc.compiler.Sort; factory; 2; 13.000000; 9.000000; 3.000000; 6.000000; 0.000000; 51.000000; 3.000000; 0.000000; 0.889000; 0.692000; 
xalan-2.7.1; javax.xml.parsers.DocumentBuilderFactory; factory; 8; 22.000000; 7.000000; 0.000000; 1.000000; 1.000000; 24.000000; 1.000000; 2.000000; 0.935000; 0.000000; 
xalan-2.7.1; org.apache.xalan.xsltc.trax.TransformerFactoryImpl; factory; 12; 32.000000; 15.000000; 0.000000; 0.000000; 11.000000; 186.000000; 3.000000; 0.000000; 0.879000; 0.000000; 
xalan-2.7.1; org.apache.xpath.jaxp.XPathImpl; factory; 6; 17.000000; 7.000000; 0.000000; 2.000000; 1.000000; 52.000000; 1.000000; 0.000000; 0.714000; 0.000000; 
xalan-2.7.1; org.apache.xalan.processor.XSLTElementDef; factory; 4; 35.000000; 15.000000; 0.000000; 2.000000; 3.000000; 94.000000; 1.000000; 1.000000; 0.923000; 0.000000; 
xalan-2.7.1; javax.xml.transform.dom.DOMSource; factory; 2; 7.000000; 2.000000; 0.000000; 0.000000; 1.000000; 7.000000; 1.000000; 0.000000; 0.500000; 0.000000; 
xalan-2.7.1; org.apache.xalan.xsltc.cmdline.ObjectFactory; factory; 4; 0.000000; 0.000000; 0.000000; 10.000000; 5.000000; 58.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; javax.xml.transform.stream.StreamSource; factory; 2; 16.000000; 4.000000; 0.000000; 0.000000; 1.000000; 16.000000; 1.000000; 2.000000; 0.781000; 0.000000; 
xalan-2.7.1; org.apache.xalan.processor.ProcessorKey; factory; 1; 2.000000; 0.000000; 2.000000; 0.000000; 1.000000; 10.000000; 4.000000; 0.000000; 0.000000; 4.000000; 
xalan-2.7.1; org.apache.xml.utils.ObjectFactory; factory; 4; 0.000000; 0.000000; 0.000000; 10.000000; 5.000000; 58.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xalan.xsltc.trax.TransformerImpl; factory; 7; 39.000000; 18.000000; 1.000000; 0.000000; 6.000000; 170.000000; 2.000000; 0.000000; 0.891000; 0.051000; 
xalan-2.7.1; org.apache.xpath.functions.ObjectFactory; factory; 4; 0.000000; 0.000000; 0.000000; 10.000000; 5.000000; 58.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xalan.processor.ProcessorStripSpace; factory; 3; 1.000000; 0.000000; 1.000000; 0.000000; 1.000000; 2.000000; 5.000000; 0.000000; 0.000000; 5.000000; 
xalan-2.7.1; org.apache.xalan.processor.TransformerFactoryImpl; factory; 8; 23.000000; 7.000000; 0.000000; 0.000000; 4.000000; 113.000000; 3.000000; 0.000000; 0.810000; 0.000000; 
xalan-2.7.1; org.apache.xpath.axes.WalkingIterator; factory; 6; 17.000000; 2.000000; 3.000000; 0.000000; 1.000000; 36.000000; 5.000000; 1.000000; 0.400000; 0.882000; 
xalan-2.7.1; javax.xml.validation.Schema; factory; 3; 3.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3.000000; 1.000000; 2.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xalan.processor.StylesheetHandler; factory; 9; 76.000000; 28.000000; 17.000000; 0.000000; 3.000000; 146.000000; 2.000000; 0.000000; 0.966000; 0.447000; 
xalan-2.7.1; org.apache.xalan.xsltc.trax.ObjectFactory; factory; 4; 0.000000; 0.000000; 0.000000; 10.000000; 5.000000; 58.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xalan.xsltc.dom.CollatorFactoryBase; factory; 4; 3.000000; 0.000000; 0.000000; 0.000000; 2.000000; 4.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xalan.xsltc.dom.SortingIterator; factory; 4; 11.000000; 5.000000; 3.000000; 0.000000; 1.000000; 22.000000; 2.000000; 0.000000; 0.578000; 0.545000; 
xalan-2.7.1; org.apache.xml.dtm.ref.sax2dtm.SAX2DTM; factory; 8; 75.000000; 24.000000; 1.000000; 0.000000; 7.000000; 228.000000; 4.000000; 2.000000; 0.912000; 0.053000; 
xalan-2.7.1; org.apache.xml.dtm.ref.dom2dtm.DOM2DTM; factory; 9; 36.000000; 8.000000; 2.000000; 3.000000; 3.000000; 228.000000; 4.000000; 0.000000; 0.850000; 0.222000; 
xalan-2.7.1; org.apache.xml.dtm.ref.ObjectFactory; factory; 4; 0.000000; 0.000000; 0.000000; 10.000000; 5.000000; 58.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; javax.xml.validation.SchemaFactory; factory; 8; 15.000000; 0.000000; 0.000000; 1.000000; 1.000000; 22.000000; 1.000000; 2.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xpath.axes.UnionPathIterator; factory; 10; 15.000000; 2.000000; 5.000000; 1.000000; 1.000000; 59.000000; 5.000000; 0.000000; 0.450000; 1.667000; 
xalan-2.7.1; org.apache.xalan.xsltc.dom.NodeSortRecord; factory; 5; 10.000000; 10.000000; 0.000000; 0.000000; 5.000000; 20.000000; 1.000000; 0.000000; 0.757000; 0.000000; 
xalan-2.7.1; org.apache.xpath.operations.Variable; factory; 3; 15.000000; 4.000000; 2.000000; 0.000000; 2.000000; 40.000000; 2.000000; 1.000000; 0.675000; 0.267000; 
xalan-2.7.1; javax.xml.validation.Validator; factory; 1; 12.000000; 0.000000; 0.000000; 0.000000; 0.000000; 16.000000; 1.000000; 2.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xalan.serialize.SerializerFactory; factory; 3; 1.000000; 0.000000; 0.000000; 1.000000; 0.000000; 2.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; javax.xml.datatype.FactoryFinder; factory; 4; 0.000000; 0.000000; 0.000000; 6.000000; 6.000000; 34.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; javax.xml.datatype.XMLGregorianCalendar; factory; 16; 39.000000; 0.000000; 4.000000; 0.000000; 0.000000; 44.000000; 1.000000; 2.000000; 0.000000; 0.103000; 
xalan-2.7.1; org.apache.xalan.trace.GenerateEvent; factory; 3; 5.000000; 8.000000; 0.000000; 0.000000; 0.000000; 5.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xalan.processor.ProcessorStylesheetElement; factory; 2; 3.000000; 0.000000; 0.000000; 0.000000; 1.000000; 8.000000; 4.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xpath.axes.FilterExprIterator; factory; 7; 12.000000; 4.000000; 2.000000; 0.000000; 1.000000; 17.000000; 6.000000; 0.000000; 0.800000; 1.000000; 
xalan-2.7.1; org.apache.xalan.processor.ProcessorNamespaceAlias; factory; 5; 1.000000; 0.000000; 1.000000; 0.000000; 1.000000; 5.000000; 4.000000; 0.000000; 0.000000; 4.000000; 
xalan-2.7.1; org.apache.xml.serializer.SerializerFactory; factory; 3; 1.000000; 0.000000; 0.000000; 1.000000; 1.000000; 8.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xpath.jaxp.XPathFactoryImpl; factory; 8; 6.000000; 3.000000; 0.000000; 0.000000; 1.000000; 15.000000; 2.000000; 0.000000; 0.667000; 0.000000; 
xalan-2.7.1; org.apache.xalan.xsltc.dom.ObjectFactory; factory; 4; 0.000000; 0.000000; 0.000000; 10.000000; 5.000000; 58.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; javax.xml.parsers.DocumentBuilder; factory; 8; 15.000000; 0.000000; 0.000000; 0.000000; 1.000000; 20.000000; 1.000000; 2.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xpath.axes.AxesWalker; factory; 4; 26.000000; 8.000000; 1.000000; 1.000000; 1.000000; 53.000000; 4.000000; 2.000000; 0.824000; 0.154000; 
xalan-2.7.1; javax.xml.transform.TransformerFactory; factory; 5; 13.000000; 0.000000; 0.000000; 1.000000; 0.000000; 15.000000; 1.000000; 1.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xalan.trace.SelectionEvent; factory; 2; 1.000000; 6.000000; 0.000000; 0.000000; 0.000000; 1.000000; 1.000000; 1.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xalan.xslt.EnvironmentCheck; factory; 12; 16.000000; 2.000000; 0.000000; 1.000000; 8.000000; 93.000000; 1.000000; 0.000000; 0.750000; 0.000000; 
xalan-2.7.1; org.apache.xalan.templates.AVTPartXPath; factory; 7; 7.000000; 1.000000; 1.000000; 0.000000; 1.000000; 8.000000; 2.000000; 0.000000; 0.000000; 0.286000; 
xalan-2.7.1; javax.xml.transform.Transformer; factory; 4; 14.000000; 0.000000; 0.000000; 0.000000; 0.000000; 14.000000; 1.000000; 5.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xalan.xsltc.compiler.util.NodeSortRecordFactGenerator; factory; 5; 2.000000; 0.000000; 1.000000; 0.000000; 0.000000; 2.000000; 4.000000; 0.000000; 0.000000; 2.000000; 
xalan-2.7.1; org.apache.xalan.client.XSLTProcessorApplet; factory; 12; 24.000000; 20.000000; 7.000000; 0.000000; 1.000000; 48.000000; 5.000000; 0.000000; 0.926000; 1.458000; 
xalan-2.7.1; org.apache.xml.utils.XMLReaderManager; factory; 6; 3.000000; 2.000000; 0.000000; 1.000000; 4.000000; 19.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xpath.axes.WalkerFactory; factory; 7; 0.000000; 0.000000; 0.000000; 50.000000; 26.000000; 350.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; javax.xml.xpath.XPathFactoryConfigurationException; factory; 7; 2.000000; 0.000000; 0.000000; 0.000000; 1.000000; 2.000000; 4.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xml.dtm.ref.DTMDefaultBaseTraversers; factory; 9; 3.000000; 0.000000; 0.000000; 0.000000; 0.000000; 27.000000; 2.000000; 1.000000; 0.000000; 0.000000; 
xalan-2.7.1; javax.xml.datatype.Duration; factory; 9; 27.000000; 0.000000; 3.000000; 1.000000; 1.000000; 63.000000; 1.000000; 2.000000; 0.000000; 0.111000; 
xalan-2.7.1; org.w3c.dom.ls.DOMImplementationLS; factory; 9; 4.000000; 0.000000; 0.000000; 0.000000; 2.000000; 4.000000; 0.000000; 2.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xalan.xsltc.compiler.util.Type; factory; 2; 31.000000; 0.000000; 1.000000; 2.000000; 16.000000; 39.000000; 1.000000; 10.000000; 0.000000; 0.032000; 
xalan-2.7.1; org.apache.xalan.transformer.TransformerIdentityImpl; factory; 5; 45.000000; 15.000000; 1.000000; 0.000000; 0.000000; 141.000000; 2.000000; 0.000000; 0.906000; 0.044000; 
xalan-2.7.1; org.apache.xpath.objects.XObjectFactory; factory; 2; 0.000000; 0.000000; 0.000000; 2.000000; 0.000000; 18.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xalan.templates.OutputProperties; factory; 5; 31.000000; 1.000000; 1.000000; 4.000000; 1.000000; 59.000000; 3.000000; 0.000000; 0.000000; 0.097000; 
xalan-2.7.1; org.apache.xalan.xsltc.compiler.Constants; factory; 3; 0.000000; 5.000000; 0.000000; 0.000000; 223.000000; 0.000000; 0.000000; 5.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xpath.jaxp.XPathExpressionImpl; factory; 4; 12.000000; 5.000000; 0.000000; 1.000000; 3.000000; 37.000000; 1.000000; 0.000000; 0.533000; 0.000000; 
xalan-2.7.1; org.apache.xml.utils.XMLStringFactoryDefault; factory; 6; 4.000000; 0.000000; 0.000000; 0.000000; 1.000000; 4.000000; 2.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xpath.axes.PathComponent; factory; 3; 1.000000; 0.000000; 0.000000; 0.000000; 0.000000; 1.000000; 0.000000; 5.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xml.utils.DOMHelper; factory; 11; 16.000000; 3.000000; 0.000000; 9.000000; 6.000000; 138.000000; 1.000000; 1.000000; 0.833000; 0.000000; 
xalan-2.7.1; org.apache.xalan.lib.ObjectFactory; factory; 4; 0.000000; 0.000000; 0.000000; 10.000000; 5.000000; 58.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; javax.xml.validation.SchemaFactoryFinder; factory; 5; 8.000000; 1.000000; 0.000000; 3.000000; 7.000000; 55.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.xml.sax.helpers.XMLReaderFactory; factory; 7; 1.000000; 0.000000; 0.000000; 3.000000; 2.000000; 19.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xalan.xsltc.dom.XSLTCDTMManager; factory; 3; 6.000000; 0.000000; 1.000000; 2.000000; 4.000000; 35.000000; 3.000000; 0.000000; 0.000000; 0.500000; 
xalan-2.7.1; org.apache.xml.serializer.DOM3Serializer; factory; 8; 6.000000; 0.000000; 0.000000; 0.000000; 0.000000; 6.000000; 0.000000; 1.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xalan.templates.ElemExtensionDecl; factory; 6; 14.000000; 3.000000; 4.000000; 0.000000; 1.000000; 32.000000; 3.000000; 0.000000; 0.700000; 0.857000; 
xalan-2.7.1; org.w3c.dom.ls.LSOutput; factory; 5; 8.000000; 0.000000; 0.000000; 0.000000; 0.000000; 8.000000; 0.000000; 3.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xalan.xsltc.dom.NodeSortRecordFactory; factory; 5; 5.000000; 5.000000; 0.000000; 0.000000; 2.000000; 16.000000; 1.000000; 0.000000; 0.700000; 0.000000; 
xalan-2.7.1; javax.xml.parsers.FactoryFinder; factory; 5; 0.000000; 0.000000; 0.000000; 4.000000; 5.000000; 30.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xalan.trace.TracerEvent; factory; 4; 1.000000; 4.000000; 0.000000; 2.000000; 0.000000; 11.000000; 1.000000; 0.000000; 0.000000; 0.000000; 
xalan-2.7.1; org.apache.xalan.processor.ProcessorInclude; factory; 1; 9.000000; 1.000000; 1.000000; 0.000000; 1.000000; 33.000000; 4.000000; 1.000000; 0.000000; 0.444000; 
